sys_time,timestamp,abs_timestamp,raw_x_acc,raw_y_acc,raw_z_acc
0,2586.5,2583589590115604.5,9.654485486111113,-0.4652731959444445,-0.7821058830555557
200,2786.5,2583589790112791.5,9.642973931818183,-0.14844050509090906,-1.0632432272727277
400,2996.5,2583590000113490.0,9.4671522125,-0.5477933500000001,-1.2035652137500004
600,3196.5,2583590200114429.0,9.770737212500002,-0.27365725500000004,-0.97898908075
800,3396.5,2583590400115795.0,9.469307274999998,-0.2724601517499999,-1.0704475975
1000,3596.5,2583590600114311.0,9.764512200000002,-0.31962592500000003,-0.7139509422499998
1200,3796.525,2583590800115405.0,9.768582387500004,-0.4489128171000001,-0.7666233840000003
1400,3996.5,2583591000116929.0,9.567948375,-0.2087743879750001,-0.32824505459999986
1600,4196.5,2583591200113334.5,9.7278809625,-0.28969840605,-0.051714756899999985
1800,4396.5,2583591400115523.0,9.694841075,-0.22146365347499994,0.308133758
2000,4596.5,2583591600112749.0,9.72644455,-0.5346252394500002,0.3639186549999999
2200,4796.5,2583591800113335.0,9.7206985375,-0.30957028019999994,0.7072471802500001
2400,4996.525,2583592000118412.5,9.7637939375,-0.355299532425,0.6363788137500002
2600,5196.525,2583592200114781.0,9.696995800000002,-0.32369607054999994,0.5983110032500001
2800,5396.5,2583592400114779.5,9.63642255,-0.28634652399999994,0.51930234775
3000,5596.5,2583592600115131.0,9.780553412500002,-0.4661510719999999,0.5588066779999997
3200,5796.5,2583592800117475.5,9.721656112499996,-0.1996764207,0.4297592072000001
3400,5996.5,2583593000112865.0,9.741528,-0.57915739025,0.6442796769999999
3600,6196.525,2583593200128686.0,9.717346525,-0.4235342779999999,0.44819455700000005
3800,6396.525,2583593400115639.5,9.7499077125,-0.39001546119999997,0.36415807262500005
4000,6596.525,2583593600116382.0,9.680954675,-0.3450044667249999,0.5128380089
4200,6796.5,2583593800116733.0,9.7029813,-0.5169081506000001,0.422816016825
4400,6996.55,2583594000118296.0,9.652224324999997,-0.6387730154250002,0.2643198721999999
4600,7196.5,2583594200114077.0,9.6986717625,-0.7278373065000001,0.063446349375
4800,7396.5,2583594400113139.0,9.6606039,-0.5432443659250001,-0.08068459587499999
5000,7596.5,2583594600114273.0,9.693404500000002,-0.4922478772500001,-0.15514426987500002
5200,7796.5,2583594800112671.0,9.6697019375,-0.4288015285500001,-0.14365210214999996
5400,7996.5,2583595000115561.0,9.717107125,-0.42904094167499995,-0.7273584734999999
5600,8196.55,2583595200120443.5,9.634746525,-0.40533835064999996,-0.982101535
5800,8396.5,2583595400113725.0,9.694601675000003,-0.579157388625,-0.9674969038500002
6000,8596.5,2583595600120522.0,9.617987187499997,-0.2492363952000001,-1.172680009
6200,8796.525,2583595800133972.0,9.6627588,-0.3768473485,-1.1142614824999997
6400,8996.5,2583596000113843.0,9.700108275000002,-0.3991134215,-1.1444284275
6600,9196.5,2583596200112905.0,9.666589399999996,-0.4302380435,-1.3555970149999996
6800,9396.5,2583596400116029.0,9.646717624999997,-0.33207577600000004,-1.4183250849999998
7000,9596.5,2583596600113413.0,9.605297975,-0.4551377414999999,-1.3781025125
7200,9796.55,2583596800144975.5,9.631873625,-0.48314990125,-1.4006079974999996
7400,9996.5,2583597000114976.0,9.631155349999997,-0.41491515375,-1.3747506225
7600,10196.5,2583597200112592.5,9.636662025000003,-0.43239282725000017,-1.4264653649999997
7800,10396.5,2583597400113725.0,9.603382624999998,-0.22625206035,-1.46740622
8000,10596.5,2583597600113530.0,9.7499075875,-0.4991910542499999,-1.3836091725000002
8200,10796.5,2583597800113022.0,9.534190237500002,-0.27246015187499995,-1.6184803275000004
8400,10996.5,2583598000115952.5,9.685503662499997,-0.36774938165,-1.845211245
8600,11196.5,2583598200115522.5,9.504502049999996,-0.4206612395,-2.0396204249999994
8800,11396.5,2583598400114780.0,9.531077725,-0.254264219775,-2.1571757432500007
9000,11596.5,2583598600113022.5,9.4879819625,-0.26743232747499995,-2.355655047500001
9200,11796.5,2583598800114311.0,9.5365842375,-0.38402995115,-2.0654777975000003
9400,11996.5,2583599000112749.0,9.796115775,-0.320344187525,-1.96516077
9600,12196.5,2583599200114702.0,9.381918797499996,-0.31555578379999993,-2.1394586318
9800,12396.5,2583599400113217.0,9.653421299999998,-0.4359841287499999,-1.9292477250000009
10000,12596.5,2583599600113647.5,9.5447246,-0.2746149318750001,-1.9251775855000008
10200,12796.5,2583599800117904.5,9.545921575,-0.46016557225,-1.6713922142499995
10400,12996.5,2583600000114391.0,9.7269232375,-0.5200206071,-1.6017209275
10600,13196.5,2583600200113531.0,9.5866230625,-0.08331821884999999,-1.5241487930000004
10800,13396.5,2583600400112943.5,9.750865312499998,-0.370383004675,-1.4616601429999998
11000,13596.5,2583600600113960.0,9.5109662375,-0.37349546542499995,-1.4724340434999998
11200,13796.5,2583600800113451.5,9.619662975,-0.035673606600000005,-1.4508862377499998
11400,13996.5,2583601000113921.0,9.578243312499996,-0.5513846543499998,-1.2550405166500005
11600,14196.525,2583601200116539.0,9.5691453125,-0.1108515399,-1.4566323067500002
11800,14396.5,2583601400114233.0,9.4700254,-0.3950432835999999,-1.2593500977500005
12000,14596.5,2583601600117671.5,9.731951137500003,-0.2595314644249999,-1.2042834527500001
12200,14796.5,2583601800112944.5,9.516712400000001,-0.497275692875,-1.24402719925
12400,14996.5,2583602000115327.5,9.5792010375,-0.297359854475,-1.3108254332500002
12600,15196.5,2583602200113960.0,9.6802364375,-0.4575319423250001,-1.1611878418250003
12800,15396.5,2583602400114077.0,9.4812781,-0.34811692962499996,-1.3084312262500004
13000,15596.5,2583602600113960.0,9.659646222500003,-0.57149595025,-1.096544378
13200,15796.5,2583602800113803.5,9.756371949999998,-0.6078878182500002,-0.9380482302500001
13400,15996.5,2583603000114741.0,9.496122212499996,-0.5786785529,-0.925837797425
13600,16196.525,2583603200115444.0,9.8425632375,-0.71562689,-0.6991068967499997
13800,16396.5,2583603400117592.0,9.6220571125,-0.6912060383749998,-0.6739677748249998
14000,16596.5,2583603600114897.0,9.5839894675,-0.475967299625,-0.6390124342499998
14200,16796.5,2583603800112788.0,10.2009753125,-0.5705382650999999,-0.35673605357499993
14400,16996.5,2583604000115639.5,9.3337953875,0.08834604500000003,-0.06296750629999998
14600,17196.55,2583604200143764.5,9.551907175,-0.26431986437499994,-0.057221420124999985
14800,17396.5,2583604400115913.0,9.6026643,-0.2461239346750001,0.5779602900999999
15000,17596.525,2583604600118374.0,9.726444312500002,-0.3749319854,0.21547815394999992
15200,17796.5,2583604800114077.0,9.444407425,-0.7242460161,-0.29448680817499995
15400,17996.5,2583605000116382.0,9.732908825,-0.3629609807,-0.013886362750000098
15600,18196.525,2583605200117202.0,10.3781460875,0.10223241629999992,0.2738966704000001
15800,18396.5,2583605400114194.5,9.28686894,-0.9253589651499998,-0.890643033075
16000,18596.5,2583605600113295.5,9.7870177625,0.222421336325,-0.208534967075
16200,18796.5,2583605800117085.0,9.4685889125,-1.81432603,-0.567425806925
16400,18996.5,2583606000113140.0,9.771216062500002,-0.94283664175,-0.3782838686500001
