system_time,timestamp,lat,lon,speed,bearing
17500,1508954006858.0,43.0156414,-78.8178569,0.0,0.0
17600,,,,,
17700,,,,,
17800,,,,,
17900,,,,,
18000,,,,,
18100,,,,,
18200,,,,,
18300,,,,,
18400,,,,,
18500,,,,,
18600,,,,,
18700,,,,,
18800,,,,,
18900,,,,,
19000,,,,,
19100,,,,,
19200,1508954071954.0,43.01499260396617,-78.81780365744531,6.371810400000001,0.0
19300,,,,,
19400,,,,,
19500,,,,,
19600,,,,,
19700,,,,,
19800,,,,,
19900,,,,,
20000,,,,,
20100,,,,,
20200,1508954072954.0,43.01498477477864,-78.81789439638099,5.824351999999998,0.0
20300,,,,,
20400,,,,,
20500,,,,,
20600,,,,,
20700,,,,,
20800,,,,,
20900,,,,,
21000,,,,,
21100,,,,,
21200,1508954073949.0,43.01495282920407,-78.81789013260502,5.674767,0.0
21300,,,,,
21400,,,,,
21500,,,,,
21600,,,,,
21700,,,,,
21800,,,,,
21900,,,,,
22000,,,,,
22100,,,,,
22200,1508954075000.0,43.01494764671458,-78.8179062914322,6.2597203000000015,0.0
22300,,,,,
22400,,,,,
22500,,,,,
22600,,,,,
22700,,,,,
22800,,,,,
22900,,,,,
23000,,,,,
23100,,,,,
23200,,,,,
23300,1508954076000.0,43.0149214096984,-78.81799163564517,6.8613490000000015,0.0
23400,,,,,
23500,,,,,
23600,,,,,
23700,,,,,
23800,,,,,
23900,,,,,
24000,,,,,
24100,,,,,
24200,1508954077000.0,43.01501779119121,-78.81826048627899,6.5486054000000005,279.54657000000003
24300,,,,,
24400,,,,,
24500,,,,,
24600,,,,,
24700,,,,,
24800,,,,,
24900,,,,,
25000,,,,,
25100,,,,,
25200,1508954078000.0,43.015028936030646,-78.81835570532435,6.837817,279.23154
25300,,,,,
25400,,,,,
25500,,,,,
25600,,,,,
25700,,,,,
25800,,,,,
25900,,,,,
26000,,,,,
26100,,,,,
26200,1508954079000.0,43.01504004427212,-78.81843465890118,6.259876,278.06238
26300,,,,,
26400,,,,,
26500,,,,,
26600,,,,,
26700,,,,,
26800,,,,,
26900,,,,,
27000,,,,,
27100,,,,,
27200,,,,,
27300,1508954080000.0,43.01505346484164,-78.81849419162533,5.254269,276.50967
27400,,,,,
27500,,,,,
27600,,,,,
27700,,,,,
27800,,,,,
27900,,,,,
28000,,,,,
28100,,,,,
28200,,,,,
28300,1508954081000.0,43.01505970036647,-78.81854320005267,4.0056305,274.1365
28400,,,,,
28500,,,,,
28600,,,,,
28700,,,,,
28800,,,,,
28900,,,,,
29000,,,,,
29100,,,,,
29200,,,,,
29300,1508954082000.0,43.01505677744255,-78.81856039235427,2.2366984,272.7
29400,,,,,
29500,,,,,
29600,,,,,
29700,,,,,
29800,,,,,
29900,,,,,
30000,,,,,
30100,,,,,
30200,,,,,
30300,,,,,
30400,,,,,
30500,,,,,
30600,,,,,
30700,,,,,
30800,,,,,
30900,,,,,
31000,,,,,
31100,,,,,
31200,,,,,
31300,1508954084000.0,43.015046089974994,-78.81855496690946,0.47823036,283.35654
31400,,,,,
31500,,,,,
31600,,,,,
31700,,,,,
31800,,,,,
31900,,,,,
32000,,,,,
32100,,,,,
32200,,,,,
32300,,,,,
32400,,,,,
32500,,,,,
32600,,,,,
32700,,,,,
32800,,,,,
32900,,,,,
33000,,,,,
33100,,,,,
33200,,,,,
33300,1508954086000.0,43.015030448874114,-78.81853385986524,0.5302451,262.40057
33400,,,,,
33500,,,,,
33600,,,,,
33700,,,,,
33800,,,,,
33900,,,,,
34000,,,,,
34100,,,,,
34200,,,,,
34300,1508954087000.0,43.01501390264985,-78.8185242297384,1.3735315,262.40057
34400,,,,,
34500,,,,,
34600,,,,,
34700,,,,,
34800,,,,,
34900,,,,,
35000,,,,,
35100,,,,,
35200,1508954088000.0,43.01499521413051,-78.81852835595777,2.1313303,224.95227000000003
35300,,,,,
35400,,,,,
35500,,,,,
35600,,,,,
35700,,,,,
35800,,,,,
35900,,,,,
36000,,,,,
36100,,,,,
36200,1508954089000.0,43.014966195396674,-78.8185406327376,3.7983708,209.19238
36300,,,,,
36400,,,,,
36500,,,,,
36600,,,,,
36700,,,,,
36800,,,,,
36900,,,,,
37000,,,,,
37100,,,,,
37200,,,,,
37300,1508954090000.0,43.01491886471234,-78.81856337038614,5.182277,199.00339
37400,,,,,
37500,,,,,
37600,,,,,
37700,,,,,
37800,,,,,
37900,1508954044585.0,43.0144039,-78.8188082,0.0,0.0
38000,,,,,
38100,,,,,
38200,1508954091000.0,43.014857248095424,-78.81858156848229,6.8161345,190.54465
38300,,,,,
38400,,,,,
38500,,,,,
38600,,,,,
38700,,,,,
38800,,,,,
38900,,,,,
39000,,,,,
39100,,,,,
39200,,,,,
39300,1508954092000.0,43.014780095785476,-78.81859355967438,8.5372,184.60385
39400,,,,,
39500,,,,,
39600,,,,,
39700,,,,,
39800,,,,,
39900,,,,,
40000,,,,,
40100,,,,,
40200,1508954093000.0,43.014687744825466,-78.81859708325057,9.86998,179.62697
40300,,,,,
40400,,,,,
40500,,,,,
40600,,,,,
40700,,,,,
40800,,,,,
40900,,,,,
41000,,,,,
41100,,,,,
41200,1508954094000.0,43.014580268082774,-78.8185874634608,11.211427,178.3436
41300,,,,,
41400,,,,,
41500,,,,,
41600,,,,,
41700,,,,,
41800,,,,,
41900,,,,,
42000,,,,,
42100,,,,,
42200,1508954095000.0,43.0144621152971,-78.8185821849715,12.356301,178.52061
42300,,,,,
42400,,,,,
42500,,,,,
42600,,,,,
42700,,,,,
42800,,,,,
42900,,,,,
43000,,,,,
43100,,,,,
43200,,,,,
43300,1508954096000.0,43.01433737723462,-78.81857750447188,13.232485,179.75642
43400,,,,,
43500,,,,,
43600,,,,,
43700,,,,,
43800,,,,,
43900,,,,,
44000,,,,,
44100,,,,,
44200,1508954097000.0,43.014208216921034,-78.81856968879245,13.633522,178.50095
44300,,,,,
44400,,,,,
44500,,,,,
44600,,,,,
44700,,,,,
44800,,,,,
44900,,,,,
45000,,,,,
45100,,,,,
45200,,,,,
