sys_time,timestamp,abs_timestamp,raw_x_mag,raw_y_mag,raw_z_mag
0,3494.7,2605511772886091.0,-93.85,100.16875,37.875
100,3594.5,2605511822883279.0,-94.021875,100.22187500000001,37.79375
200,3694.8,2605511872884789.0,-94.14583333333333,100.27291666666667,37.33541666666667
300,3794.7,2605511922884372.5,-93.8890625,100.21875,37.415625000000006
400,3894.7,2605511972884404.0,-93.88,100.13125,37.276250000000005
500,3994.8,2605512022884815.5,-93.82187499999999,100.13645833333334,37.24166666666667
600,4094.6,2605512072884573.5,-93.79375,100.12857142857142,37.2625
700,4194.7,2605512122884412.0,-93.80390625,100.115625,37.196875000000006
800,4294.8,2605512172884842.0,-93.7861111111111,100.10208333333333,37.268055555555556
900,4394.6,2605512222884435.5,-93.843125,100.15875,37.2425
1000,4494.8,2605512272884657.0,-93.86761363636364,100.15738636363636,37.20511363636364
1100,4594.7,2605512322884542.5,-93.87552083333334,100.14166666666667,37.260416666666664
1200,4694.6,2605512372884421.0,-93.91009615384617,100.15576923076924,37.22596153846154
1300,4794.7,2605512422884350.5,-93.92723214285716,100.15312500000002,37.238839285714285
1400,4894.7,2605512472884539.0,-93.96125000000002,100.1525,37.251666666666665
1500,4994.6,2605512522884275.0,-94.01210937500002,100.15351562500001,37.218359375
1600,5094.7,2605512572884299.5,-94.03051470588238,100.17683823529413,37.25919117647059
1700,5194.7,2605512622884390.0,-94.00833333333335,100.14965277777779,37.34826388888889
1800,5294.6,2605512672884529.0,-94.00032894736844,100.16743421052632,37.42927631578947
1900,5394.7,2605512722884615.0,-94.01656250000002,100.164375,37.4584375
2000,5494.8,2605512772884648.0,-94.10892857142859,100.18988095238096,37.43928571428572
2100,5594.7,2605512822884557.5,-94.12130681818184,100.184375,37.45454545454545
2200,5694.7,2605512872884685.0,-94.1421195652174,100.1820652173913,37.41005434782608
2300,5794.6,2605512922884503.0,-94.20598958333335,100.18411458333333,37.377604166666664
2400,5894.7,2605512972884541.5,-94.32650000000001,100.19,37.3895
2500,5994.7,2605513022884505.0,-94.51778846153849,100.16538461538462,37.42163461538461
2600,6094.7,2605513072884592.5,-94.7263888888889,100.17754629629631,37.46041666666667
2700,6189.666666666668,2605513122705921.5,-94.98516865079367,100.17690972222223,37.48812003968254
2800,6289.636363636364,2605513172539773.0,-95.22647161267852,100.1825648728666,37.50302812608847
2900,6394.6,2605513222551114.0,-95.43038089225591,100.18147937710438,37.56855218855219
3000,6494.7,2605513272561814.0,-95.6523847344412,100.18006068752037,37.60242953730857
3100,6594.7,2605513322571943.0,-95.86051333648992,100.16193379103535,37.59083017676768
3200,6694.6,2605513372581425.0,-96.03652050811142,100.14149640342822,37.59811562595654
3300,6794.6,2605513422590390.0,-96.22460078728463,100.12501856803328,37.585854872251936
3400,6894.7,2605513472598781.0,-96.39800505050506,100.10108946608948,37.58911616161617
3500,6994.7,2605513522606757.5,-96.49840768799102,100.08248281425365,37.584904601571274
3600,7094.6,2605513572614214.0,-96.58375477750478,100.06049003549005,37.55271123396124
3700,7194.7,2605513622621294.5,-96.63303096757045,100.04228635034558,37.53997541201489
3800,7294.7,2605513672628136.5,-96.65510068635069,100.03511234136235,37.504976042476045
3900,7394.7,2605513722634515.0,-96.66169191919192,100.0218907828283,37.493914141414145
4000,7494.8,2605513772640666.5,-96.67527870165065,100.00992393446663,37.48903208918453
4100,7594.6,2605513822646361.0,-96.70533158970659,99.99510431697932,37.464590848965855
4200,7694.8,2605513872651987.0,-96.75142852948088,99.9792297979798,37.47282710829223
4300,7794.4,2605513922657165.5,-96.84159492653812,99.96563934802572,37.49219467401286
4400,7894.7,2605513972662214.5,-96.96733726150394,99.94418069584738,37.50931257014591
4500,7994.7,2605514022667071.0,-97.05948753842777,99.91129089811156,37.533838383838386
4600,8094.6,2605514072671694.5,-97.1490463142059,99.87049215559854,37.547746077799275
4700,8194.7,2605514122676089.5,-97.21586305765994,99.8445444023569,37.59024095117846
4800,8294.7,2605514172680368.5,-97.26885564831996,99.82182410843124,37.62934317666461
4900,8394.7,2605514222684417.5,-97.31547853535356,99.78538762626262,37.65488131313132
5000,8494.7,2605514272688341.5,-97.35242993662114,99.74094375123786,37.680520895226785
5100,8594.7,2605514322692087.0,-97.38375339937842,99.69844964063714,37.68702530108781
5200,8694.7,2605514372695762.5,-97.41224390127694,99.65012983609681,37.70377954068992
5300,8794.7,2605514422699232.0,-97.41305882903107,99.59040520950242,37.73310769734381
5400,8894.7,2605514472702604.0,-97.3991850321396,99.53864784205692,37.759892102846656
5500,8994.7,2605514522705827.5,-97.39484690656568,99.46909609487734,37.78114402958153
5600,9094.7,2605514572709001.0,-97.38660397838031,99.41064704058124,37.80186957292221
5700,9194.7,2605514622712000.5,-97.39653322013237,99.3410669191919,37.81433733890631
5800,9294.7,2605514672714919.5,-97.40517248758775,99.25350646293442,37.82956043485705
5900,9394.6,2605514722717772.5,-97.39914877946129,99.15876052188553,37.82854692760944
6000,9494.6,2605514772720465.0,-97.36934716012586,99.07306362808411,37.86322238781256
6100,9594.7,2605514822723123.5,-97.34292623818834,98.98882066634083,37.90040831704139
6200,9694.8,2605514872725728.0,-97.3155583613917,98.88086319544652,37.9392907247074
6300,9794.6,2605514922728175.0,-97.30164338699495,98.76436533301768,37.97939946338384
6400,9894.7,2605514972730626.0,-97.30315656565656,98.63808663558663,37.98413947163947
6500,9994.7,2605515022732934.5,-97.29875267829813,98.51421411080501,37.990535085705545
6600,10094.8,2605515072735204.0,-97.29550636966681,98.38265867631539,38.014183815769634
6700,10194.7,2605515122737372.0,-97.27700627599525,98.24284016636956,38.049177436125966
6800,10294.9,2605515172739677.0,-97.24047357634315,98.10770842482798,38.118301676182114
6900,10394.5,2605515222741675.0,-97.22123466810967,97.98349116161616,38.17348665223665
7000,10494.7,2605515272743713.5,-97.20755530658701,97.84851241286098,38.23134247403613
7100,10594.6,2605515322745643.0,-97.19712051066219,97.70686640712681,38.2934939674523
7200,10694.6,2605515372747509.5,-97.18885516120106,97.5601113878511,38.34598035145981
7300,10794.6,2605515422749382.0,-97.19196184821186,97.42061663936661,38.40127115752116
7400,10894.6,2605515472751175.5,-97.18190235690237,97.29217508417507,38.46983754208754
7500,10994.6,2605515522752948.5,-97.17292995746944,97.15806751727803,38.52615546916534
7600,11094.6,2605515572754649.5,-97.1629730749049,97.0263880690017,38.575491112422924
7700,11194.6,2605515622756324.5,-97.15711765086766,96.89624206811706,38.599523277648274
7800,11294.5,2605515672757915.5,-97.16201173123642,96.76361558624215,38.62318437539956
7900,11394.6,2605515722759473.0,-97.16545533459598,96.63242976641413,38.66156644570707
8000,11494.8,2605515772761042.0,-97.16202378725528,96.49931334954483,38.69383105748846
8100,11594.7,2605515822762525.0,-97.16050520448387,96.37660830869672,38.72744287386055
8200,11694.8,2605515872764057.0,-97.15849610563467,96.26047447365218,38.76122368260922
8300,11794.5,2605515922765435.5,-97.16375210437711,96.15000751563251,38.78921506734006
8400,11894.8,2605515972766881.0,-97.1570461972668,96.03853683897802,38.82184194890077
8500,11994.6,2605516022768227.0,-97.14700786939162,95.92377187573408,38.84716936809959
8600,12094.8,2605516072769555.0,-97.13102214675493,95.81502162428886,38.8688973063973
8700,12194.7,2605516122770870.0,-97.11824064508727,95.69943899219466,38.90504620064279
