"1240.0","-0.14655837","0.10999857","-0.389967"
"1259.0","-0.14516608","0.11456557","-0.38866517"
"1280.0","-0.14958476","0.11648674","-0.38295835"
"1300.0","-0.13895734","0.11282581","-0.37799907"
"1319.0","-0.13751155","0.11297468","-0.37527558"
"1339.0","-0.13699299","0.11577181","-0.37569422"
"1360.0","-0.13599853","0.11301045","-0.37331375"
"1380.0","-0.13212603","0.1088359","-0.36923417"
"1399.0","-0.1281549","0.11170322","-0.369207"
"1420.0","-0.13454463","0.1149267","-0.36808497"
"1440.0","-0.1289889","0.11154507","-0.36908355"
"1459.0","-0.13347296","0.11069935","-0.36690962"
"1479.0","-0.1272961","0.11212585","-0.36652356"
"1500.0","-0.12625213","0.11064922","-0.35962394"
"1519.0","-0.12024137","0.11010998","-0.35526583"
"1539.0","-0.12620915","0.112613425","-0.3511115"
"1560.0","-0.12205711","0.109633856","-0.34915495"
"1580.0","-0.12657483","0.106133685","-0.34743416"
"1599.0","-0.11840595","0.10908251","-0.350687"
"1619.0","-0.11999592","0.1097356","-0.34777057"
"1640.0","-0.11062244","0.105742425","-0.34436572"
"1659.0","-0.11513833","0.10482221","-0.33965337"
"1679.0","-0.11212464","0.1070266","-0.3383426"
"1700.0","-0.11569651","0.10562347","-0.3375799"
"1720.0","-0.11111503","0.10378935","-0.338873"
"1739.0","-0.11403146","0.1048784","-0.34172964"
"1759.0","-0.1110543","0.103533015","-0.341628"
"1780.0","-0.107218534","0.10118735","-0.33580834"
"1799.0","-0.105119444","0.09987141","-0.3297158"
"1819.0","-0.09662085","0.09894455","-0.3244412"
"1840.0","-0.09759624","0.098964326","-0.320855"
"1860.0","-0.092833765","0.1006145","-0.3176642"
"1879.0","-0.096810095","0.10101643","-0.31630337"
"1900.0","-0.09558105","0.09801035","-0.31493735"
"1920.0","-0.08994864","0.095130295","-0.31611717"
"1939.0","-0.0894824","0.093854144","-0.3207506"
"1959.0","-0.08651049","0.09205037","-0.32237235"
"1980.0","-0.084737435","0.091051124","-0.32066998"
"2000.0","-0.07811925","0.089111365","-0.31500363"
"2019.0","-0.07557165","0.08762931","-0.30618912"
"2040.0","-0.07348179","0.09039316","-0.30285618"
"2060.0","-0.07424538","0.091103196","-0.3014649"
"2079.0","-0.06702665","0.08812868","-0.29707956"
"2099.0","-0.06902702","0.087395035","-0.29666466"
"2120.0","-0.06924339","0.08915456","-0.29833582"
"2139.0","-0.07439167","0.09093028","-0.30074513"
"2159.0","-0.07640471","0.089919634","-0.3033209"
"2180.0","-0.07414419","0.08665904","-0.3023968"
"2200.0","-0.07879797","0.084978744","-0.30507332"
"2219.0","-0.08003798","0.08629935","-0.30785644"
"2239.0","-0.075706795","0.08768585","-0.30444515"
"2260.0","-0.07318026","0.086627424","-0.29917642"
"2279.0","-0.067241855","0.085872285","-0.29164153"
"2299.0","-0.06736314","0.08770892","-0.28616032"
"2320.0","-0.063361324","0.08604888","-0.28289852"
"2340.0","-0.060946018","0.08273213","-0.281271"
"2359.0","-0.059406787","0.082994975","-0.28430665"
"2379.0","-0.05929075","0.082687","-0.2854326"
"2400.0","-0.058784798","0.08056306","-0.28372094"
