"timestamp","sys_time","abs_timestamp","raw_x_grav","raw_y_grav","raw_z_grav"
"0.0","1508975971978","2605508260444997","9.7948","0.26659998","0.40129998"
"26.0","1508975972000","2605508287426247","9.796","0.2446","0.384"
"46.0","1508975972020","2605508307416872","9.7963","0.2365","0.383"
"66.0","1508975972041","2605508327438747","9.7949","0.267","0.3976"
"86.0","1508975972060","2605508347430935","9.793099","0.2807","0.4319"
"106.0","1508975972081","2605508367419997","9.7919","0.2513","0.4736"
"126.0","1508975972100","2605508387443435","9.792","0.2538","0.47039998"
"146.0","1508975972120","2605508407434060","9.7925","0.2777","0.44529998"
"166.0","1508975972140","2605508427424685","9.7939","0.2615","0.4251"
"187.0","1508975972160","2605508447446560","9.7941","0.241","0.43129998"
"206.0","1508975972180","2605508467437185","9.7923","0.2661","0.45769998"
"226.0","1508975972200","2605508487429372","9.7893","0.2875","0.5069"
"246.0","1508975972221","2605508507419997","9.788899","0.2726","0.5212"
"266.0","1508975972241","2605508527441872","9.7919","0.2562","0.4712"
"286.0","1508975972263","2605508547434060","9.795899","0.2489","0.38439998"
"306.0","1508975972280","2605508567423122","9.7996","0.2215","0.296"
"327.0","1508975972300","2605508587446560","9.8006","0.21249999","0.2687"
"346.0","1508975972320","2605508607437185","9.7986","0.2499","0.3081"
"366.0","1508975972340","2605508627427810","9.7956","0.2677","0.37919998"
"386.0","1508975972362","2605508647418435","9.7926","0.2488","0.4605"
"406.0","1508975972380","2605508667440310","9.7922","0.2547","0.466"
"426.0","1508975972400","2605508687430935","9.7936","0.2704","0.42569998"
"446.0","1508975972421","2605508707423122","9.796599","0.24679999","0.36839998"
"467.0","1508975972440","2605508727444997","9.7983","0.2271","0.33269998"
"486.0","1508975972464","2605508747435622","9.7983","0.24049999","0.3252"
"506.0","1508975972480","2605508767426247","9.7969","0.2549","0.35279998"
"526.0","1508975972500","2605508787418435","9.7954","0.2676","0.3857"
"546.0","1508975972525","2605508807440310","9.795199","0.274","0.3847"
"566.0","1508975972540","2605508827430935","9.7968","0.2574","0.35529998"
"586.0","1508975972561","2605508847421560","9.7984","0.24749999","0.315"
"606.0","1508975972581","2605508867443435","9.799","0.2565","0.2899"
"626.0","1508975972600","2605508887435622","9.798699","0.257","0.29819998"
"646.0","1508975972621","2605508907424685","9.797999","0.24759999","0.3279"
"666.0","1508975972640","2605508927416872","9.797","0.2543","0.35209998"
"686.0","1508975972660","2605508947438747","9.7968","0.2644","0.3502"
"706.0","1508975972680","2605508967429372","9.7975","0.25579998","0.33699998"
"726.0","1508975972700","2605508987421560","9.7985","0.242","0.31689999"
"746.0","1508975972721","2605509007443435","9.799","0.2437","0.2988"
"766.0","1508975972740","2605509027434060","9.7989","0.2496","0.2993"
"786.0","1508975972760","2605509047424685","9.7982","0.24919999","0.31939998"
"807.0","1508975972780","2605509067446560","9.7973995","0.2577","0.33609998"
"826.0","1508975972800","2605509087437185","9.7971","0.26049998","0.3444"
"846.0","1508975972823","2605509107429372","9.7977","0.2502","0.3351"
"866.0","1508975972840","2605509127419997","9.7983","0.2483","0.3181"
"886.0","1508975972861","2605509147441872","9.7985","0.2553","0.30539998"
"906.0","1508975972881","2605509167432497","9.7984","0.25259998","0.3109"
"926.0","1508975972900","2605509187423122","9.7980995","0.2501","0.3233"
"947.0","1508975972921","2605509207446560","9.7971","0.2601","0.34309998"
"966.0","1508975972940","2605509227437185","9.797","0.2592","0.347"
"986.0","1508975972961","2605509247427810","9.7975","0.25329998","0.3383"
"1006.0","1508975972980","2605509267418435","9.7978","0.2604","0.32479998"
"1026.0","1508975973000","2605509287441872","9.7980995","0.2589","0.31399998"
"1046.0","1508975973026","2605509307430935","9.797999","0.2471","0.3266"
"1066.0","1508975973040","2605509327423122","9.7976","0.2501","0.3385"
"1087.0","1508975973060","2605509347444997","9.7972","0.26569998","0.3383"
"1106.0","1508975973080","2605509367435622","9.7971","0.2626","0.3426"
"1126.0","1508975973100","2605509387426247","9.797299","0.2528","0.3428"
"1146.0","1508975973121","2605509407418435","9.7975","0.25759998","0.3344"
"1166.0","1508975973140","2605509427440310","9.7977","0.2615","0.3263"
"1186.0","1508975973160","2605509447430935","9.7978","0.25599998","0.3281"
"1206.0","1508975973181","2605509467421560","9.7975","0.25579998","0.3365"
"1226.0","1508975973200","2605509487443435","9.7971","0.26459998","0.341"
"1246.0","1508975973221","2605509507435622","9.7972","0.2652","0.33769998"
"1266.0","1508975973240","2605509527426247","9.797299","0.2625","0.3374"
"1286.0","1508975973260","2605509547416872","9.7975","0.26639998","0.3265"
"1306.0","1508975973280","2605509567440310","9.7979","0.2599","0.32189998"
"1326.0","1508975973300","2605509587429372","9.7979","0.257","0.3218"
