"timestamp","sys_time","abs_timestamp","raw_x_mag","raw_y_mag","raw_z_mag"
"0.0","1508975971989","2605508277877810","-96.625","100.25","37.5"
"10.0","1508975972001","2605508287885622","-96.3125","100.125","37.5"
"19.0","1508975972009","2605508297869997","-96.3125","100.25","37.3125"
"29.0","1508975972021","2605508307876247","-95.625","100.375","37.5625"
"40.0","1508975972029","2605508317887185","-95.375","100.375","37.375"
"50.0","1508975972043","2605508327898122","-95.1875","100.5625","37.3125"
"59.0","1508975972049","2605508337851247","-94.875","100.6875","37.3125"
"70.0","1508975972062","2605508347891872","-94.4375","100.5625","37.75"
"80.0","1508975972069","2605508357890310","-94.125","100.5","37.9375"
"90.0","1508975972079","2605508367879372","-94.3125","100.5","38.125"
"100.0","1508975972089","2605508377890310","-93.875","100.125","38.5625"
"110.0","1508975972101","2605508387929372","-94.5","99.8125","38.3125"
"119.0","1508975972109","2605508397855935","-94.25","99.9375","38.8125"
"130.0","1508975972121","2605508407893435","-94.125","99.75","38.75"
"140.0","1508975972129","2605508417879372","-94.25","99.8125","38.5625"
"150.0","1508975972141","2605508427884060","-94.5","99.8125","37.8125"
"159.0","1508975972149","2605508437868435","-94.625","100.125","37.75"
"170.0","1508975972161","2605508447905935","-94.6875","100.3125","37.3125"
"180.0","1508975972169","2605508457885622","-95.1875","100.5625","37.0"
"190.0","1508975972181","2605508467896560","-94.5","100.5625","37.375"
"199.0","1508975972189","2605508477865310","-95.0","100.375","37.3125"
"210.0","1508975972201","2605508487887185","-94.625","100.5625","37.9375"
"219.0","1508975972209","2605508497873122","-94.6875","100.375","38.125"
"230.0","1508975972222","2605508507879372","-94.625","100.5625","38.1875"
"239.0","1508975972229","2605508517863747","-94.6875","100.5","37.75"
"250.0","1508975972242","2605508527927810","-94.6875","100.5625","37.9375"
"259.0","1508975972249","2605508537854372","-94.5","100.5625","37.5625"
"270.0","1508975972264","2605508547893435","-94.875","100.6875","37.1875"
"280.0","1508975972269","2605508557944997","-94.4375","100.6875","37.125"
"290.0","1508975972281","2605508567882497","-94.875","100.5","36.375"
"300.0","1508975972290","2605508577893435","-94.3125","100.75","36.375"
"310.0","1508975972301","2605508587907497","-94.3125","100.6875","36.6875"
"320.0","1508975972309","2605508597901247","-93.9375","100.875","37.1875"
"330.0","1508975972321","2605508607898122","-93.5625","100.5625","37.375"
"339.0","1508975972329","2605508617848122","-93.3125","100.5625","38.125"
"350.0","1508975972341","2605508627887185","-93.3125","100.5625","38.3125"
"359.0","1508975972349","2605508637871560","-93.6875","100.6875","38.125"
"370.0","1508975972362","2605508647877810","-93.25","100.5625","38.625"
"379.0","1508975972369","2605508657862185","-93.5625","100.5","38.8125"
"390.0","1508975972381","2605508667926247","-93.6875","100.875","39.0"
"399.0","1508975972389","2605508677852810","-94.0625","100.5","38.625"
