sys_time,timestamp,abs_timestamp,raw_x_mag,raw_y_mag,raw_z_mag
0,3494.7,2605511772886091.0,-93.85,100.16875,37.875
100,3594.5,2605511872880466.5,-94.19375,100.275,37.7125
200,3694.8,2605511972887809.0,-94.39375,100.375,36.41875
300,3794.7,2605512072883122.5,-93.11875,100.05625,37.65625
400,3894.7,2605512172884529.0,-93.84375,99.78125,36.71875
500,3994.8,2605512272886873.0,-93.53125,100.1625,37.06875
600,4094.6,2605512372883122.5,-93.625,100.08125,37.3875
700,4194.7,2605512472883278.5,-93.875,100.025,36.7375
800,4294.8,2605512572888278.5,-93.64375,99.99375,37.8375
900,4394.6,2605512672880778.5,-94.35625,100.66875,37.0125
1000,4494.8,2605512772886872.0,-94.1125,100.14375,36.83125
1100,4594.7,2605512872883278.5,-93.9625,99.96875,37.86875
1200,4694.6,2605512972882966.0,-94.325,100.325,36.8125
1300,4794.7,2605513072883435.0,-94.15,100.11875,37.40625
1400,4894.7,2605513172887185.0,-94.4375,100.14375,37.43125
1500,4994.6,2605513272880310.0,-94.775,100.16875,36.71875
1600,5094.7,2605513372884685.0,-94.325,100.55,37.9125
1700,5194.7,2605513472885934.5,-93.63125,99.6875,38.8625
1800,5294.6,2605513572887028.0,-93.85625,100.4875,38.8875
1900,5394.7,2605513672886247.5,-94.325,100.10625,38.0125
2000,5494.8,2605513772885309.0,-95.95625,100.7,37.05625
2100,5594.7,2605513872882653.0,-94.38125,100.06875,37.775
2200,5694.7,2605513972887497.0,-94.6,100.13125,36.43125
2300,5794.6,2605514072880309.0,-95.675,100.23125,36.63125
2400,5894.7,2605514172885466.5,-97.21875,100.33125,37.675
2500,5994.7,2605514272883591.0,-99.3,99.55,38.225
2600,6094.7,2605514372886872.5,-100.15,100.49375,38.46875
2700,6189.666666666668,2605514467881802.5,-101.97222222222223,100.15972222222223,38.236111111111114
2800,6289.636363636364,2605514567887611.0,-101.98295454545456,100.3409090909091,37.92045454545455
2900,6394.6,2605514672879997.0,-101.34375,100.15,39.46875
3000,6494.7,2605514772882810.5,-102.3125,100.1375,38.61875
3100,6594.7,2605514872885935.0,-102.3125,99.6,37.23125
3200,6694.6,2605514972884841.0,-101.66875,99.4875,37.83125
3300,6794.6,2605515072886247.0,-102.43125,99.58125,37.18125
3400,6894.7,2605515172884059.5,-102.29375,99.2875,37.7
3500,6994.7,2605515272885935.0,-100.0125,99.43125,37.4375
3600,7094.6,2605515372882653.0,-99.65625,99.26875,36.39375
3700,7194.7,2605515472883279.0,-98.45625,99.36875,37.06875
3800,7294.7,2605515572888122.5,-97.49375,99.7625,36.175
3900,7394.7,2605515672883278.5,-96.91875,99.50625,37.0625
4000,7494.8,2605515772886716.0,-97.21875,99.53125,37.29375
4100,7594.6,2605515872879841.0,-97.9375,99.3875,36.4625
4200,7694.8,2605515972888278.5,-98.6875,99.3125,37.81875
4300,7794.4,2605516072879841.0,-100.71875,99.38125,38.325
4400,7894.7,2605516172884373.0,-102.5,99.0,38.2625
4500,7994.7,2605516272885622.5,-101.20625,98.43125,38.6375
4600,8094.6,2605516372884372.5,-101.26875,97.99375,38.1875
4700,8194.7,2605516472882653.0,-100.35625,98.625,39.5875
4800,8294.7,2605516572885778.5,-99.8125,98.73125,39.50625
4900,8394.7,2605516672882809.0,-99.6,98.0,38.90625
5000,8494.7,2605516772884529.0,-99.2,97.51875,38.9625
5100,8594.7,2605516872883122.5,-98.98125,97.53125,38.01875
