sys_time,raw_x_rot,raw_y_rot,raw_z_rot
0,-0.1204022,-0.6862872,-0.1412664
100,-0.12093759999999999,-0.6856730000000001,-0.14180639999999997
200,-0.1209048,-0.6855812,-0.1417316
300,-0.12055739999999998,-0.6854979999999999,-0.141586198
400,-0.12102300000000002,-0.6858088000000001,-0.14118239800000001
500,-0.1205438,-0.6859013999999999,-0.14125279999999998
600,-0.1198823992,-0.685128,-0.1420978
700,-0.11973720000000003,-0.6848951940000001,-0.14246979999999998
800,-0.119255,-0.6860557999999999,-0.1415882
900,-0.119897,-0.6852034,-0.14252299799999998
1000,-0.1203288,-0.6839924,-0.14346399999999998
1100,-0.12001660000000001,-0.6844884,-0.14309560000000002
1200,-0.1199627992,-0.6854899940000001,-0.14230079999999998
1300,-0.12082840000000003,-0.6843538,-0.14290039999999998
1400,-0.1206868,-0.683727394,-0.14369320000000002
1500,-0.1205662,-0.684286394,-0.14351819999999998
1600,-0.1201527992,-0.6850474,-0.14243599999999998
1700,-0.12114580000000001,-0.6844537999999999,-0.14289720000000003
1800,-0.12291500000000001,-0.6840778000000001,-0.144397398
1900,-0.12194399999999997,-0.6864039999999999,-0.14307779999999998
2000,-0.1223162,-0.6862142,-0.14329920000000002
2100,-0.1226238,-0.6859294,-0.1434388
2200,-0.12313419999999999,-0.6856324,-0.14321099999999998
2300,-0.120679,-0.6862772000000001,-0.141478
2400,-0.1203828,-0.6846536000000001,-0.14227379999999998
2500,-0.1204092,-0.6849999999999999,-0.1422594
2600,-0.1213995992,-0.6850539999999999,-0.1428094
2700,-0.1212978,-0.6853977999999998,-0.14344640000000006
2800,-0.1223145992,-0.6852581999999999,-0.14447639999999998
2900,-0.122554,-0.6861403939999999,-0.14431280000000002
3000,-0.121866,-0.6879200000000001,-0.1438576
3100,-0.11981119999999998,-0.6907569999999998,-0.1415616
3200,-0.1168106,-0.6942416,-0.13849
3300,-0.1138956,-0.6973136,-0.13637680000000002
3400,-0.1105528,-0.6995628,-0.13505399999999998
3500,-0.10650139840000003,-0.7032949999999999,-0.1317958
3600,-0.1042814,-0.7046296,-0.13091599999999998
3700,-0.1027298,-0.7052366,-0.1307014
