"timestamp","sys_time","abs_timestamp","raw_x_lin_acc","raw_y_lin_acc","raw_z_lin_acc"
"0.0","1508975971979","2605508267442390","0.021599999","-0.0705","-0.7053"
"19.0","1508975972000","2605508287426247","0.0694","-0.2642","-0.68799996"
"39.0","1508975972020","2605508307416872","0.41239998","-0.31489998","0.0189"
"59.0","1508975972042","2605508327438747","-0.28239998","0.3802","0.4653"
"79.0","1508975972061","2605508347430935","-0.1629","0.3469","0.6271"
"99.0","1508975972081","2605508367419997","0.1911","-0.3592","0.5658"
"120.0","1508975972100","2605508387443435","0.4068","-0.0381","-0.29389998"
"139.0","1508975972120","2605508407434060","-0.21139999","0.3204","-0.69049996"
"159.0","1508975972140","2605508427424685","0.2676","-0.21249999","-0.6507"
"180.0","1508975972160","2605508447446560","0.2968","-0.3489","-0.0488"
"199.0","1508975972181","2605508467437185","-0.044499997","0.3516","-0.094799995"
"219.0","1508975972200","2605508487429372","-0.12969999","0.36949998","0.1893"
"239.0","1508975972221","2605508507419997","0.2039","-0.3216","0.42999998"
"259.0","1508975972241","2605508527441872","0.3284","-0.14829999","-0.1182"
"282.0","1508975972263","2605508550144473","-0.23439999","0.3198","-0.4825"
"299.0","1508975972280","2605508567423122","0.154","-0.0646","-0.3843"
"320.0","1508975972301","2605508587446560","0.3394","-0.3498","0.123399995"
"339.0","1508975972321","2605508607437185","0.047199998","0.24039999","0.14289999"
"359.0","1508975972340","2605508627427810","-0.028199999","0.3108","0.1503"
"379.0","1508975972362","2605508647418435","0.1512","-0.30769998","0.2455"
"399.0","1508975972380","2605508667440310","0.2791","-0.1665","-0.093399994"
"419.0","1508975972400","2605508687430935","-0.2616","0.28849998","-0.4551"
"439.0","1508975972421","2605508707423122","0.1669","0.0179","-0.4371"
"460.0","1508975972440","2605508727444997","0.22399999","-0.2663","0.039899997"
"479.0","1508975972464","2605508747435622","0.175","0.0046","0.1356"
"499.0","1508975972480","2605508767426247","0.019399999","0.304","0.0394"
"519.0","1508975972500","2605508787418435","0.12889999","0.0363","0.14379999"
"539.0","1508975972526","2605508807440310","0.2565","-0.1955","-0.0121"
"559.0","1508975972540","2605508827430935","-0.0195","-0.022","-0.2278"
"579.0","1508975972561","2605508847421560","0.0964","0.1349","-0.2659"
"600.0","1508975972581","2605508867443435","0.0959","-0.1388","0.1121"
"619.0","1508975972601","2605508887435622","0.2726","-0.0315","0.084199995"
"639.0","1508975972622","2605508907424685","-0.109","0.1152","0.1819"
"659.0","1508975972641","2605508927416872","0.1567","-0.0385","0.030299999"
"679.0","1508975972661","2605508947438747","0.22549999","-0.1173","-0.0168"
"699.0","1508975972681","2605508967429372","0.009099999","0.1461","-0.3076"
"719.0","1508975972701","2605508987421560","0.115899995","0.0717","-0.120799996"
"740.0","1508975972722","2605509007443435","0.0664","-0.25349998","0.19139999"
"759.0","1508975972741","2605509027434060","0.27249998","0.0053","0.0635"
"779.0","1508975972760","2605509047424685","-0.2367","0.30969998","0.0924"
"800.0","1508975972781","2605509067446560","0.1758","0.1149","-0.0026"
"819.0","1508975972801","2605509087437185","0.19579999","-0.3292","0.2537"
"839.0","1508975972823","2605509107429372","0.3129","-0.0148","-0.1096"
"859.0","1508975972841","2605509127419997","-0.0603","0.2812","-0.2201"
"879.0","1508975972861","2605509147441872","0.115899995","-0.13759999","0.077"
"899.0","1508975972881","2605509167432497","0.22389999","-0.233","0.199"
"919.0","1508975972900","2605509187423122","-0.0208","0.25","-0.029099999"
"940.0","1508975972922","2605509207446560","-0.1572","0.2498","0.0784"
"959.0","1508975972940","2605509227437185","0.2645","-0.3181","0.1237"
"979.0","1508975972962","2605509247427810","0.25419998","-0.15529999","-0.0932"
