sys_time,timestamp,abs_timestamp,raw_x_grav,raw_y_grav,raw_z_grav
1970-01-01 00:00:00.000,3506.0,2605511767429372.5,9.7994996,0.24071999800000002,0.284579996
1970-01-01 00:00:00.100,3606.2,2605511867434060.0,9.799159799999998,0.23797999599999997,0.29857999199999996
1970-01-01 00:00:00.200,3706.2,2605511967432185.0,9.79912,0.236899996,0.301159996
1970-01-01 00:00:00.300,3806.0,2605512067430622.5,9.798939899999999,0.239099998,0.305079996
1970-01-01 00:00:00.400,3906.0,2605512167429372.0,9.799479600000002,0.228819996,0.294499996
1970-01-01 00:00:00.500,4006.2,2605512267434372.5,9.79932,0.23669999800000002,0.294279992
1970-01-01 00:00:00.600,4106.0,2605512367432185.0,9.798139800000001,0.253379996,0.31821999200000006
1970-01-01 00:00:00.700,4206.2,2605512467431247.0,9.797779899999998,0.259339996,0.325139992
1970-01-01 00:00:00.800,4306.2,2605512567435309.5,9.798679499999999,0.259419992,0.296199988
1970-01-01 00:00:00.900,4406.0,2605512667427810.0,9.798039800000002,0.259499994,0.31612
1970-01-01 00:00:01.000,4506.0,2605512767431872.0,9.797,0.260619994,0.346619996
1970-01-01 00:00:01.100,4606.0,2605512867430935.0,9.7973794,0.262239996,0.334759996
1970-01-01 00:00:01.200,4706.0,2605512967429059.5,9.79838,0.256979996,0.30807999999999996
1970-01-01 00:00:01.300,4806.2,2605513067433435.0,9.797739799999999,0.24793999800000002,0.33453999199999995
1970-01-01 00:00:01.400,4906.2,2605513167432497.0,9.796879899999999,0.257619994,0.35203999599999997
1970-01-01 00:00:01.500,5006.0,2605513267430935.0,9.7973598,0.259699996,0.337579984
1970-01-01 00:00:01.600,5106.2,2605513367429372.0,9.798079399999999,0.25408,0.319099996
1970-01-01 00:00:01.700,5206.0,2605513467434060.0,9.797979699999999,0.244139996,0.33033999999999997
1970-01-01 00:00:01.800,5306.0,2605513567426247.0,9.798039800000002,0.239379994,0.331979996
1970-01-01 00:00:01.900,5406.2,2605513667437185.0,9.799699899999998,0.245959996,0.2741
1970-01-01 00:00:02.000,5506.0,2605513767428747.0,9.7996598,0.243099998,0.27743999199999997
1970-01-01 00:00:02.100,5606.2,2605513867433747.5,9.7995599,0.23945999599999998,0.283619996
1970-01-01 00:00:02.200,5706.2,2605513967431872.0,9.7996599,0.22793999999999998,0.28915999600000003
1970-01-01 00:00:02.300,5806.0,2605514067430309.5,9.7995595,0.239939996,0.283559988
1970-01-01 00:00:02.400,5906.0,2605514167428747.0,9.797979600000001,0.246739996,0.328619988
1970-01-01 00:00:02.500,6006.2,2605514267434059.5,9.7982597,0.24793999799999997,0.31920000000000004
1970-01-01 00:00:02.600,6106.0,2605514367431872.0,9.7985999,0.24257999999999996,0.313019992
1970-01-01 00:00:02.700,6206.2,2605514467430309.5,9.798559800000001,0.25458000000000003,0.304279996
1970-01-01 00:00:02.800,6306.2,2605514567434997.0,9.7986199,0.254599996,0.30313998799999997
1970-01-01 00:00:02.900,6406.0,2605514667427497.5,9.799359800000001,0.25367999799999996,0.278279992
1970-01-01 00:00:03.000,6506.2,2605514767432497.0,9.800179799999999,0.265699996,0.23362000000000002
1970-01-01 00:00:03.100,6606.0,2605514867430622.5,9.801299799999999,0.27547999599999995,0.16663999799999998
1970-01-01 00:00:03.200,6706.2,2605514967435309.5,9.8018795,0.289799992,0.08587999760000001
1970-01-01 00:00:03.300,6806.2,2605515067433747.5,9.80154,0.31391999200000004,0.015259999400000002
1970-01-01 00:00:03.400,6906.2,2605515167431872.0,9.8002798,0.35049999600000004,-0.031559999799999995
1970-01-01 00:00:03.500,7006.0,2605515267430309.5,9.798679400000001,0.37575999600000004,-0.11700000000000002
1970-01-01 00:00:03.600,7106.0,2605515367428747.0,9.7973998,0.398859996,-0.14467999520000002
1970-01-01 00:00:03.700,7206.0,2605515467433122.5,9.7964,0.41915998400000004,-0.155159994
1970-01-01 00:00:03.800,7306.2,2605515567431872.0,9.7943398,0.44911999599999997,-0.195579996
1970-01-01 00:00:03.900,7406.2,2605515667436247.0,9.792580000000001,0.463759994,-0.24443999599999996
1970-01-01 00:00:04.000,7506.0,2605515767428435.0,9.7945198,0.44631998799999995,-0.193939998
1970-01-01 00:00:04.100,7606.2,2605515867433122.0,9.794419999999999,0.449039992,-0.19217999400000002
1970-01-01 00:00:04.200,7706.0,2605515967431560.0,9.79462,0.456259992,-0.1634
1970-01-01 00:00:04.300,7806.0,2605516067429997.5,9.7948796,0.461959992,-0.12651999900000002
1970-01-01 00:00:04.400,7906.0,2605516167429059.5,9.79476,0.470979986,-0.10059999579999998
1970-01-01 00:00:04.500,8006.2,2605516267433122.5,9.7917596,0.5313199799999999,-0.08771999899999999
1970-01-01 00:00:04.600,8106.0,2605516367431560.0,9.7872998,0.608059984,-0.0875399992
1970-01-01 00:00:04.700,8206.2,2605516467430309.5,9.7811996,0.68772,-0.15387999800000002
1970-01-01 00:00:04.800,8306.2,2605516567434685.0,9.77528,0.752099976,-0.21667999799999998
1970-01-01 00:00:04.900,8406.0,2605516667427185.0,9.767939899999998,0.824639986,-0.27495999600000004
1970-01-01 00:00:05.000,8506.0,2605516767431872.0,9.758839599999998,0.9030199879999999,-0.344799996
1970-01-01 00:00:05.100,8606.0,2605516867430309.5,9.752559200000002,0.9549199820000001,-0.380219992
1970-01-01 00:00:05.200,8706.2,2605516967434685.0,9.7477198,0.999039982,-0.39124
1970-01-01 00:00:05.300,8806.2,2605517067433122.0,9.7423798,1.04742,-0.397399988
1970-01-01 00:00:05.400,8906.2,2605517167431560.0,9.7365598,1.0992,-0.40012
1970-01-01 00:00:05.500,9006.0,2605517267430309.5,9.72756,1.1549800000000001,-0.457199988
1970-01-01 00:00:05.600,9106.0,2605517367428747.0,9.715399999999999,1.2269,-0.52332
1970-01-01 00:00:05.700,9206.0,2605517467433122.5,9.701199800000001,1.3105799599999997,-0.5804400000000001
1970-01-01 00:00:05.800,9306.2,2605517567431560.0,9.6870598,1.39421996,-0.621199984
1970-01-01 00:00:05.900,9406.2,2605517667436560.0,9.673080000000002,1.48157998,-0.6363399860000001
1970-01-01 00:00:06.000,9506.0,2605517767428122.5,9.668320000000001,1.53587998,-0.577559992
1970-01-01 00:00:06.100,9606.2,2605517867433122.0,9.670479400000001,1.54254,-0.5206799839999999
1970-01-01 00:00:06.200,9706.2,2605517967431872.0,9.677599899999999,1.52315994,-0.437839988
1970-01-01 00:00:06.300,9806.0,2605518067430309.5,9.691399400000002,1.4725199400000002,-0.27218
1970-01-01 00:00:06.400,9906.2,2605518167434685.0,9.70334,1.41731998,-0.0389600004
1970-01-01 00:00:06.500,10006.2,2605518267433122.5,9.7055398,1.39453998,0.155379998
1970-01-01 00:00:06.600,10106.0,2605518367431247.0,9.703899800000002,1.3745999599999998,0.33379998200000005
1970-01-01 00:00:06.700,10206.2,2605518467429685.0,9.702979899999999,1.32299994,0.518539984
1970-01-01 00:00:06.800,10306.0,2605518567434372.5,9.707559900000001,1.2378999800000001,0.6309199780000001
1970-01-01 00:00:06.900,10406.0,2605518667426872.0,9.725139600000002,1.07939998,0.650079984
1970-01-01 00:00:07.000,10506.0,2605518767431560.0,9.748919800000001,0.8373199899999999,0.648939994
1970-01-01 00:00:07.100,10606.0,2605518867429997.0,9.7653996,0.5930599919999999,0.670859994
1970-01-01 00:00:07.200,10706.2,2605518967434685.0,9.7724,0.36583998799999995,0.7289599840000001
1970-01-01 00:00:07.300,10806.2,2605519067433122.0,9.7711997,0.1415999996,0.817419984
1970-01-01 00:00:07.400,10906.0,2605519167431247.0,9.7614196,-0.08834,0.9327599939999999
1970-01-01 00:00:07.500,11006.0,2605519267429372.0,9.73444,-0.30597999,1.14397998
1970-01-01 00:00:07.600,11106.0,2605519367428122.5,9.678040000000001,-0.472459992,1.49264
1970-01-01 00:00:07.700,11206.0,2605519467432809.5,9.558099799999999,-0.5578399839999999,2.1193399800000003
1970-01-01 00:00:07.800,11306.2,2605519567430935.0,9.4814796,-0.652459992,2.4160999599999995
1970-01-01 00:00:07.900,11406.2,2605519667435935.0,9.404320000000002,-0.727699992,2.68199996
1970-01-01 00:00:08.000,11506.0,2605519767428122.5,9.342959500000001,-0.79329998,2.8714599200000004
1970-01-01 00:00:08.100,11606.2,2605519867432497.0,9.3197799,-0.8783599819999999,2.91797998
1970-01-01 00:00:08.200,11706.2,2605519967431872.0,9.397819799999999,-0.97869998,2.62523992
1970-01-01 00:00:08.300,11806.0,2605520067429685.0,9.4019997,-0.9647399739999999,2.6154799399999997
1970-01-01 00:00:08.400,11906.2,2605520167434060.0,9.4135196,-0.8888799839999999,2.6006798599999996
1970-01-01 00:00:08.500,12006.2,2605520267432809.5,9.43102,-0.7858,2.5702799400000003
1970-01-01 00:00:08.600,12106.0,2605520367430935.0,9.461079999999999,-0.68798,2.48623994
1970-01-01 00:00:08.700,12206.2,2605520467429372.0,9.530059999999999,-0.5741400000000001,2.23737992
1970-01-01 00:00:08.800,12306.0,2605520567434372.5,9.6336596,-0.46292,1.7666199599999999
1970-01-01 00:00:08.900,12406.0,2605520667426247.0,9.708679799999999,-0.388119996,1.32372
1970-01-01 00:00:09.000,12506.2,2605520767437497.5,9.7396396,-0.31111999199999996,1.0992399800000001
1970-01-01 00:00:09.100,12606.0,2605520867429685.0,9.7603398,-0.23625999599999997,0.92009999
1970-01-01 00:00:09.200,12706.2,2605520967434060.0,9.7683,-0.23339999800000003,0.833719992
1970-01-01 00:00:09.300,12806.2,2605521067432809.5,9.7627796,-0.2624,0.8871999799999999
1970-01-01 00:00:09.400,12906.2,2605521167431247.0,9.7541796,-0.264319992,0.977339978
1970-01-01 00:00:09.500,13006.0,2605521267429685.0,9.76042,-0.263679996,0.9129399920000001
1970-01-01 00:00:09.600,13106.2,2605521367434372.5,9.763999600000002,-0.2756799959999999,0.870279976
1970-01-01 00:00:09.700,13206.0,2605521467432809.5,9.76516,-0.260039994,0.86204
1970-01-01 00:00:09.800,13306.2,2605521567430935.0,9.758579600000001,-0.2545,0.934959978
1970-01-01 00:00:09.900,13406.2,2605521667435622.0,9.755319799999999,-0.271819992,0.9639399919999999
1970-01-01 00:00:10.000,13506.0,2605521767427497.5,9.756039600000001,-0.281839996,0.9534399720000002
1970-01-01 00:00:10.100,13606.0,2605521867432497.0,9.7583396,-0.275699992,0.93183999
1970-01-01 00:00:10.200,13706.0,2605521967430622.5,9.7558194,-0.2738,0.9582
1970-01-01 00:00:10.300,13806.0,2605522067429685.0,9.7527398,-0.28383998800000004,0.9862599660000001
1970-01-01 00:00:10.400,13906.2,2605522167433747.5,9.7506596,-0.288859988,1.00519998
1970-01-01 00:00:10.500,14006.2,2605522267432185.0,9.748879800000001,-0.29467999600000006,1.02065998
1970-01-01 00:00:10.600,14106.0,2605522367430935.0,9.7468598,-0.285799996,1.04228
1970-01-01 00:00:10.700,14206.2,2605522467429372.0,9.743419900000001,-0.269659992,1.0777799599999998
1970-01-01 00:00:10.800,14306.0,2605522567434059.5,9.734179899999999,-0.24121999600000002,1.16429998
1970-01-01 00:00:10.900,14406.0,2605522667426247.0,9.7213998,-0.210799996,1.27188
1970-01-01 00:00:11.000,14506.2,2605522767437185.0,9.7091998,-0.176279996,1.3672799599999998
1970-01-01 00:00:11.100,14606.0,2605522867429059.5,9.706379700000001,-0.183879998,1.38604
1970-01-01 00:00:11.200,14706.2,2605522967433747.5,9.7016998,-0.17346,1.41982
1970-01-01 00:00:11.300,14806.2,2605523067432185.0,9.7056796,-0.167719998,1.39322
1970-01-01 00:00:11.400,14906.0,2605523167430622.5,9.7139399,-0.154839996,1.3356799799999999
1970-01-01 00:00:11.500,15006.0,2605523267429059.5,9.722459800000001,-0.142219998,1.2738199799999999
1970-01-01 00:00:11.600,15106.2,2605523367433747.0,9.721659800000001,-0.1063599972,1.28334
1970-01-01 00:00:11.700,15206.0,2605523467431872.0,9.723399599999999,-0.0974399988,1.27117996
1970-01-01 00:00:11.800,15306.2,2605523567430622.5,9.7220996,-0.1140199972,1.27933998
1970-01-01 00:00:11.900,15406.2,2605523667435622.5,9.7214992,-0.12755999099999998,1.28277994
1970-01-01 00:00:12.000,15506.0,2605523767427497.5,9.72008,-0.134319994,1.29272
1970-01-01 00:00:12.100,15606.0,2605523867432185.0,9.7202,-0.136299998,1.29166
1970-01-01 00:00:12.200,15706.0,2605523967430309.5,9.720599400000001,-0.149279994,1.28729998
1970-01-01 00:00:12.300,15806.2,2605524067435309.5,9.7221396,-0.141599998,1.27626
1970-01-01 00:00:12.400,15906.2,2605524167433435.0,9.721959600000002,-0.132719998,1.27889996
1970-01-01 00:00:12.500,16006.2,2605524267432185.0,9.7209796,-0.12983999599999999,1.28647996
1970-01-01 00:00:12.600,16106.0,2605524367430309.5,9.7168796,-0.13017999519999998,1.31687992
1970-01-01 00:00:12.700,16206.2,2605524467429059.5,9.7124399,-0.11675999699999999,1.35071998
1970-01-01 00:00:12.800,16306.0,2605524567433747.0,9.7074599,-0.095179997,1.38771998
1970-01-01 00:00:12.900,16406.0,2605524667425934.5,9.698159799999999,-0.0710999994,1.4523799800000001
1970-01-01 00:00:13.000,16506.2,2605524767436872.0,9.684079800000001,-0.05061999860000001,1.54409998
1970-01-01 00:00:13.100,16606.0,2605524867429059.5,9.6699999,-0.0451599996,1.6302799799999999
1970-01-01 00:00:13.200,16706.2,2605524967433435.0,9.659499999999998,-0.0705999992,1.6905599599999999
1970-01-01 00:00:13.300,16806.2,2605525067431872.0,9.6572998,-0.1318399968,1.69953994
1970-01-01 00:00:13.400,16906.0,2605525167430622.5,9.6667998,-0.212579994,1.6357999799999998
1970-01-01 00:00:13.500,17006.0,2605525267428747.0,9.6844796,-0.289639996,1.5144999600000002
1970-01-01 00:00:13.600,17106.2,2605525367433747.0,9.705520000000002,-0.370099994,1.35339994
1970-01-01 00:00:13.700,17206.0,2605525467431560.0,9.722919999999998,-0.44922000000000006,1.19585998
1970-01-01 00:00:13.800,17306.2,2605525567430935.0,9.7360398,-0.520499986,1.05168
1970-01-01 00:00:13.900,17406.2,2605525667435309.5,9.746559800000002,-0.589379994,0.90765999
1970-01-01 00:00:14.000,17506.0,2605525767427497.5,9.75346,-0.6769999999999999,0.760799978
1970-01-01 00:00:14.100,17606.0,2605525867432185.0,9.7578398,-0.78341999,0.579419986
1970-01-01 00:00:14.200,17706.0,2605525967430310.0,9.7587598,-0.904159986,0.335359986
1970-01-01 00:00:14.300,17806.2,2605526067434685.0,9.754319800000001,-1.0044399600000002,0.07365999860000001
1970-01-01 00:00:14.400,17906.2,2605526167433435.0,9.7483196,-1.04654,-0.1976799948
1970-01-01 00:00:14.500,18006.2,2605526267431560.0,9.7395597,-1.04485998,-0.461479984
1970-01-01 00:00:14.600,18106.0,2605526367430309.5,9.731799800000001,-1.0023799539999998,-0.6733599939999999
1970-01-01 00:00:14.700,18206.0,2605526467428435.0,9.7280598,-0.92929999,-0.817599982
1970-01-01 00:00:14.800,18306.0,2605526567433435.0,9.72796,-0.843439994,-0.907959982
